Data;Hora;Chuva;Nivel;Temperatura Media;Umidade Media
27/02/2023;2100;0.00;1.91;31.50;60.50
27/02/2023;2200;0.00;1.91;30.25;67.50
27/02/2023;2300;0.00;1.91;29.15;70.50
28/02/2023;0;0.00;1.93;29.05;67.50
28/02/2023;100;0.00;1.93;29.20;63.50
28/02/2023;200;0.00;1.93;28.60;66.50
28/02/2023;300;0.00;1.93;27.60;72.50
28/02/2023;400;0.00;1.93;26.00;83.00
28/02/2023;500;0.00;1.93;25.45;86.50
28/02/2023;600;0.00;1.93;25.05;88.00
28/02/2023;700;0.00;1.93;25.25;88.50
28/02/2023;800;0.00;1.93;24.85;89.50
28/02/2023;900;0.00;1.93;24.20;90.00
28/02/2023;1000;0.00;1.93;24.50;86.00
28/02/2023;1100;0.00;1.93;25.75;77.50
28/02/2023;1200;0.00;1.93;26.80;75.50
28/02/2023;1300;0.00;1.93;28.60;71.50
28/02/2023;1400;0.00;1.93;29.65;68.00
28/02/2023;1500;0.00;1.93;31.00;63.00
28/02/2023;1600;0.00;1.93;31.80;60.00
28/02/2023;1700;0.00;1.93;32.00;57.50
28/02/2023;1800;0.00;1.93;31.70;60.50
28/02/2023;1900;0.00;1.93;31.60;64.00
28/02/2023;2000;0.00;1.93;32.50;58.50
28/02/2023;2100;0.00;1.93;32.90;54.50
28/02/2023;2200;0.00;1.93;31.90;59.00
28/02/2023;2300;0.00;1.93;30.25;68.50
01/03/2023;0;0.00;1.93;28.80;74.50
01/03/2023;100;0.00;1.93;28.25;73.00
01/03/2023;200;0.00;1.93;27.60;76.00
01/03/2023;300;0.00;1.93;27.05;79.50
01/03/2023;400;0.00;1.93;26.45;83.50
01/03/2023;500;0.00;1.93;26.45;82.50
01/03/2023;600;0.00;1.93;25.55;87.50
01/03/2023;700;0.00;1.93;25.15;87.50
01/03/2023;800;0.00;1.93;24.15;89.50
01/03/2023;900;0.00;1.93;24.65;87.50
01/03/2023;1000;0.00;1.93;25.10;85.00
01/03/2023;1100;0.00;1.93;25.50;84.50
01/03/2023;1200;0.00;1.93;27.00;79.50
01/03/2023;1300;0.00;1.93;28.50;73.00
01/03/2023;1400;0.00;1.93;29.60;69.00
01/03/2023;1500;0.00;1.93;31.20;65.00
01/03/2023;1600;0.00;1.93;31.90;60.50
01/03/2023;1700;0.00;1.93;32.55;58.50
01/03/2023;1800;0.00;1.93;32.70;58.50
01/03/2023;1900;0.00;1.93;31.95;62.00
01/03/2023;2000;0.00;1.93;32.60;58.50
01/03/2023;2100;0.00;1.93;32.55;56.50
01/03/2023;2200;0.00;1.93;30.65;65.50
01/03/2023;2300;0.00;1.93;28.85;71.50
02/03/2023;0;0.00;1.93;28.40;74.50
02/03/2023;100;0.00;1.93;28.25;73.00
02/03/2023;200;0.00;1.93;28.45;73.00
02/03/2023;300;0.00;1.93;28.55;73.50
02/03/2023;400;0.00;1.93;28.30;73.50
02/03/2023;500;0.00;1.93;27.75;75.50
02/03/2023;600;0.00;1.93;27.25;77.00
02/03/2023;700;0.00;1.93;27.50;74.50
02/03/2023;800;0.00;1.93;27.15;76.50
02/03/2023;900;0.00;1.93;26.65;81.00
02/03/2023;1000;0.00;1.93;26.25;80.00
02/03/2023;1100;0.00;1.93;26.40;75.00
02/03/2023;1200;0.00;1.93;27.15;71.50
02/03/2023;1300;0.00;1.93;28.45;68.50
02/03/2023;1400;0.00;1.93;29.80;66.00
02/03/2023;1500;0.00;1.93;31.10;62.50
02/03/2023;1600;0.00;1.93;32.90;56.50
02/03/2023;1700;0.00;1.93;34.15;50.50
02/03/2023;1800;0.00;1.93;34.20;48.50
02/03/2023;1900;0.00;1.93;33.80;49.00
02/03/2023;2000;0.00;1.93;33.95;47.00
02/03/2023;2100;0.00;1.93;32.30;55.50
02/03/2023;2200;0.00;1.93;31.00;63.00
02/03/2023;2300;0.00;1.93;29.85;63.00
03/03/2023;900;2.00;1.95;23.00;89.50
03/03/2023;1000;1.80;1.95;23.00;89.50
03/03/2023;700;1.60;1.95;23.50;86.50
03/03/2023;800;1.60;1.95;23.10;86.50
03/03/2023;600;1.20;1.95;23.95;83.50
03/03/2023;1100;1.20;1.95;23.00;89.50
03/03/2023;1200;1.00;1.95;23.55;89.00
03/03/2023;1300;0.20;1.95;24.35;85.50
03/03/2023;0;0.00;1.95;26.95;61.00
03/03/2023;100;0.00;1.95;25.90;67.00
03/03/2023;200;0.00;1.95;25.15;74.50
03/03/2023;300;0.00;1.95;24.50;81.00
03/03/2023;400;0.00;1.95;23.90;83.00
03/03/2023;500;0.00;1.95;23.55;85.00
03/03/2023;1400;0.00;1.95;25.40;81.50
03/03/2023;1500;0.00;1.95;27.25;75.50
03/03/2023;1600;0.00;1.95;29.30;68.00
03/03/2023;1700;0.00;1.95;30.30;63.50
03/03/2023;1800;0.00;1.95;31.90;59.00
03/03/2023;1900;0.00;1.95;31.55;55.50
03/03/2023;2000;0.00;1.95;30.30;62.50
03/03/2023;2100;0.00;1.95;29.75;70.50
03/03/2023;2200;0.00;1.95;29.25;73.00
03/03/2023;2300;0.00;1.95;28.70;74.00
04/03/2023;0;1.00;1.95;27.95;77.00
04/03/2023;100;0.00;1.95;27.10;83.50
04/03/2023;200;0.00;1.95;27.05;80.50
04/03/2023;300;0.00;1.95;26.55;80.50
04/03/2023;400;0.00;1.95;25.85;83.50
04/03/2023;500;0.00;1.95;25.50;84.50
04/03/2023;600;0.00;1.95;25.35;86.00
04/03/2023;700;0.00;1.95;25.10;84.00
04/03/2023;800;0.00;1.95;25.15;82.50
04/03/2023;900;0.00;1.95;25.10;83.00
04/03/2023;1000;0.00;1.95;25.10;84.50
04/03/2023;1100;0.00;1.95;25.90;84.50
04/03/2023;1200;0.00;1.95;26.95;79.50
04/03/2023;1300;0.00;1.95;28.40;75.50
04/03/2023;1400;0.00;1.95;29.20;71.50
04/03/2023;1500;0.00;1.95;30.55;66.50
04/03/2023;1600;0.00;1.95;32.00;60.50
04/03/2023;1700;0.00;1.95;32.50;58.00
04/03/2023;1800;0.00;1.95;30.95;60.50
04/03/2023;1900;0.00;1.95;29.60;67.50
04/03/2023;2000;0.00;1.95;28.45;62.50
04/03/2023;2100;0.00;1.95;28.90;60.50
04/03/2023;2200;0.00;1.95;28.45;68.00
04/03/2023;2300;0.00;1.95;27.30;75.00
05/03/2023;2100;2.00;1.96;26.60;82.00
05/03/2023;2200;1.60;1.96;26.85;80.00
05/03/2023;2000;1.40;1.96;27.80;75.00
05/03/2023;2300;0.80;1.96;27.10;77.50
05/03/2023;0;0.00;1.96;27.20;72.00
05/03/2023;100;0.00;1.96;26.75;77.00
05/03/2023;200;0.00;1.96;26.70;76.50
05/03/2023;300;0.00;1.96;26.10;78.50
05/03/2023;400;0.00;1.96;24.95;86.50
05/03/2023;500;0.00;1.96;25.00;87.00
05/03/2023;600;0.00;1.96;25.20;85.00
05/03/2023;700;0.00;1.96;25.95;80.50
05/03/2023;800;0.00;1.96;26.30;79.50
05/03/2023;900;0.00;1.96;26.20;80.50
05/03/2023;1000;0.00;1.96;26.10;82.00
05/03/2023;1100;0.00;1.96;26.80;84.00
05/03/2023;1200;0.00;1.96;27.85;80.00
05/03/2023;1300;0.00;1.96;29.45;74.50
05/03/2023;1400;0.00;1.96;31.20;68.00
05/03/2023;1500;0.00;1.96;32.35;63.00
05/03/2023;1600;0.00;1.96;33.15;58.00
05/03/2023;1700;0.00;1.96;33.95;50.50
05/03/2023;1800;0.00;1.96;34.60;50.50
05/03/2023;1900;0.00;1.96;32.15;57.00
06/03/2023;0;0.40;1.98;26.70;79.50
06/03/2023;100;0.00;1.98;26.80;80.50
06/03/2023;200;0.00;1.98;26.00;86.50
06/03/2023;300;0.00;1.98;25.95;87.50
06/03/2023;400;0.00;1.98;25.75;87.00
06/03/2023;500;0.00;1.98;25.65;88.00
06/03/2023;600;0.00;1.98;25.90;85.00
06/03/2023;700;0.00;1.98;26.00;84.00
06/03/2023;800;0.00;1.98;26.20;80.50
06/03/2023;900;0.00;1.98;26.00;81.50
06/03/2023;1000;0.00;1.98;25.65;85.00
06/03/2023;1100;0.00;1.98;26.65;84.00
06/03/2023;1200;0.00;1.98;28.15;78.50
06/03/2023;1300;0.00;1.98;29.35;73.50
06/03/2023;1400;0.00;1.98;30.65;70.50
06/03/2023;1500;0.00;1.98;32.05;64.00
06/03/2023;1600;0.00;1.98;33.10;59.00
06/03/2023;1700;0.00;1.98;33.45;58.50
06/03/2023;1800;0.00;1.98;33.35;58.50
06/03/2023;1900;0.00;1.98;32.90;59.50
06/03/2023;2000;0.00;1.98;34.25;52.50
06/03/2023;2100;0.00;1.98;33.80;53.50
06/03/2023;2200;0.00;1.98;32.65;55.00
06/03/2023;2300;0.00;1.98;30.35;64.00
07/03/2023;2100;1.00;1.98;27.20;77.00
07/03/2023;1700;0.80;1.98;29.10;71.50
07/03/2023;2000;0.60;1.98;28.60;71.50
07/03/2023;0;0.00;1.98;29.85;68.00
07/03/2023;100;0.00;1.98;30.10;64.50
07/03/2023;200;0.00;1.98;30.10;65.50
07/03/2023;300;0.00;1.98;29.75;69.00
07/03/2023;400;0.00;1.98;28.85;74.50
07/03/2023;500;0.00;1.98;28.40;78.50
07/03/2023;600;0.00;1.98;28.30;77.50
07/03/2023;700;0.00;1.98;28.15;75.50
07/03/2023;800;0.00;1.98;27.75;78.00
07/03/2023;900;0.00;1.98;27.45;79.50
07/03/2023;1000;0.00;1.98;27.45;78.00
07/03/2023;1100;0.00;1.98;27.55;77.00
07/03/2023;1200;0.00;1.98;28.65;74.50
07/03/2023;1300;0.00;1.98;30.30;70.00
07/03/2023;1400;0.00;1.98;31.60;66.50
07/03/2023;1500;0.00;1.98;32.50;62.00
07/03/2023;1600;0.00;1.98;33.05;60.00
07/03/2023;1800;0.00;1.98;28.05;75.50
07/03/2023;1900;0.00;1.98;30.70;66.00
07/03/2023;2200;0.00;1.98;25.45;80.50
07/03/2023;2300;0.00;1.98;24.50;84.00
08/03/2023;0;0.00;1.99;24.15;83.00
08/03/2023;100;0.00;1.99;24.00;84.00
08/03/2023;200;0.00;1.99;24.40;82.50
08/03/2023;300;0.00;1.99;24.75;81.50
08/03/2023;400;0.00;1.99;25.10;79.50
08/03/2023;500;0.00;1.99;24.75;81.00
08/03/2023;600;0.00;1.99;24.90;77.50
08/03/2023;700;0.00;1.99;24.20;81.00
08/03/2023;800;0.00;1.99;23.85;83.50
08/03/2023;900;0.00;1.99;23.45;86.00
08/03/2023;1000;0.00;1.99;23.15;89.00
08/03/2023;1100;0.00;1.99;23.75;85.50
08/03/2023;1200;0.00;1.99;24.15;84.50
08/03/2023;1300;0.00;1.99;25.75;81.00
08/03/2023;1400;0.00;1.99;27.50;73.50
08/03/2023;1500;0.00;1.99;29.15;66.50
08/03/2023;1600;0.00;1.99;30.50;63.50
08/03/2023;1700;0.00;1.99;31.35;58.50
08/03/2023;1800;0.00;1.99;32.45;54.00
08/03/2023;1900;0.00;1.99;33.15;48.50
08/03/2023;2000;0.00;1.99;32.40;51.00
08/03/2023;2100;0.00;1.99;31.30;57.00
08/03/2023;2200;0.00;1.99;29.75;66.00
08/03/2023;2300;0.00;1.99;28.55;72.00
09/03/2023;1900;4.40;2.00;28.00;72.00
09/03/2023;2000;4.00;2.00;30.95;62.00
09/03/2023;2100;3.60;2.00;31.35;59.00
09/03/2023;2200;2.80;2.00;29.95;65.50
09/03/2023;1800;1.40;2.00;28.35;68.50
09/03/2023;2300;1.00;2.00;28.60;68.50
09/03/2023;0;0.00;2.00;26.90;76.50
09/03/2023;100;0.00;2.00;25.90;81.00
09/03/2023;200;0.00;2.00;25.50;80.50
09/03/2023;300;0.00;2.00;25.15;81.00
09/03/2023;400;0.00;2.00;24.80;83.00
09/03/2023;500;0.00;2.00;24.60;84.50
09/03/2023;600;0.00;2.00;24.55;84.50
09/03/2023;700;0.00;2.00;24.40;86.00
09/03/2023;800;0.00;2.00;24.15;86.50
09/03/2023;900;0.00;2.00;24.10;87.00
09/03/2023;1000;0.00;2.00;23.95;88.50
09/03/2023;1100;0.00;2.00;24.45;89.00
09/03/2023;1200;0.00;2.00;25.95;82.50
09/03/2023;1300;0.00;2.00;27.60;74.00
09/03/2023;1400;0.00;2.00;28.85;68.00
09/03/2023;1500;0.00;2.00;30.30;62.50
09/03/2023;1600;0.00;2.00;31.65;54.50
09/03/2023;1700;0.00;2.00;31.95;55.50
10/03/2023;0;0.00;2.00;28.95;66.50
10/03/2023;100;0.00;2.00;27.30;72.00
10/03/2023;200;0.00;2.00;25.50;81.00
10/03/2023;300;0.00;2.00;24.95;81.50
10/03/2023;400;0.00;2.00;24.50;84.00
10/03/2023;500;0.00;2.00;24.45;85.00
10/03/2023;600;0.00;2.00;24.80;84.50
10/03/2023;700;0.00;2.00;24.70;85.50
10/03/2023;800;0.00;2.00;24.15;88.00
10/03/2023;900;0.00;2.00;23.90;89.00
10/03/2023;1000;0.00;2.00;23.80;89.00
10/03/2023;1100;0.00;2.00;24.35;86.50
10/03/2023;1200;0.00;2.00;25.15;84.00
10/03/2023;1300;0.00;2.00;26.30;80.50
10/03/2023;1400;0.00;2.00;28.10;73.50
10/03/2023;1500;0.00;2.00;29.45;68.00
10/03/2023;1600;0.00;2.00;31.20;61.00
10/03/2023;1700;0.00;2.00;32.95;51.00
10/03/2023;1800;0.00;2.00;33.45;49.50
10/03/2023;1900;0.00;2.00;33.75;51.00
10/03/2023;2000;0.00;2.00;32.10;58.50
10/03/2023;2100;0.00;2.00;30.25;61.00
10/03/2023;2200;0.00;2.00;29.65;64.00
10/03/2023;2300;0.00;2.00;28.90;70.00
11/03/2023;1700;4.80;2.02;24.60;86.50
11/03/2023;1600;4.00;2.02;25.65;81.00
11/03/2023;1800;3.40;2.02;25.40;83.00
11/03/2023;1900;3.00;2.02;26.25;80.00
11/03/2023;2000;2.60;2.02;27.70;73.50
11/03/2023;2100;1.80;2.02;28.55;72.00
11/03/2023;2200;0.80;2.02;28.30;74.50
11/03/2023;0;0.00;2.02;27.65;72.50
11/03/2023;100;0.00;2.02;25.75;78.50
11/03/2023;200;0.00;2.02;24.35;81.00
11/03/2023;300;0.00;2.02;24.10;81.00
11/03/2023;400;0.00;2.02;23.60;85.50
11/03/2023;500;0.00;2.02;24.25;81.00
11/03/2023;600;0.00;2.02;24.25;80.50
11/03/2023;700;0.00;2.02;24.15;81.50
11/03/2023;800;0.00;2.02;24.50;79.00
11/03/2023;900;0.00;2.02;24.25;82.00
11/03/2023;1000;0.00;2.02;23.85;86.50
11/03/2023;1100;0.00;2.02;24.55;84.50
11/03/2023;1200;0.00;2.02;25.90;81.50
11/03/2023;1300;0.00;2.02;27.25;77.00
11/03/2023;1400;0.00;2.02;28.50;71.00
11/03/2023;1500;0.00;2.02;29.15;68.00
11/03/2023;2300;0.00;2.02;26.75;75.00
12/03/2023;2000;5.80;2.03;22.65;89.00
12/03/2023;1900;4.60;2.03;26.35;73.00
12/03/2023;2100;4.20;2.03;23.25;86.50
12/03/2023;2200;3.40;2.03;22.95;87.50
12/03/2023;2300;2.80;2.03;23.10;89.50
12/03/2023;0;0.00;2.03;25.85;72.00
12/03/2023;100;0.00;2.03;25.70;76.50
12/03/2023;200;0.00;2.03;25.20;83.00
12/03/2023;300;0.00;2.03;25.60;83.00
12/03/2023;400;0.00;2.03;25.25;82.50
12/03/2023;500;0.00;2.03;25.05;82.50
12/03/2023;600;0.00;2.03;24.90;83.00
12/03/2023;700;0.00;2.03;24.55;85.50
12/03/2023;800;0.00;2.03;24.35;86.50
12/03/2023;900;0.00;2.03;24.40;86.50
12/03/2023;1000;0.00;2.03;24.35;87.50
12/03/2023;1100;0.00;2.03;24.65;89.00
12/03/2023;1200;0.00;2.03;25.25;87.50
12/03/2023;1300;0.00;2.03;27.00;80.00
12/03/2023;1400;0.00;2.03;27.10;77.00
12/03/2023;1500;0.00;2.03;28.25;72.50
12/03/2023;1600;0.00;2.03;30.05;64.00
12/03/2023;1700;0.00;2.03;31.35;59.00
12/03/2023;1800;0.00;2.03;31.55;56.50
13/03/2023;0;2.40;2.06;23.45;88.50
13/03/2023;200;2.00;2.06;23.15;89.50
13/03/2023;100;1.80;2.06;23.35;88.50
13/03/2023;300;1.60;2.06;23.00;90.50
13/03/2023;400;1.60;2.06;23.25;89.50
13/03/2023;500;1.20;2.06;23.25;87.00
13/03/2023;600;1.20;2.06;23.25;86.00
13/03/2023;2000;1.00;2.06;23.95;85.50
13/03/2023;700;0.80;2.06;23.15;86.50
13/03/2023;800;0.80;2.06;23.10;88.50
13/03/2023;900;0.60;2.06;23.20;88.50
13/03/2023;1000;0.60;2.06;23.30;89.50
13/03/2023;1100;0.40;2.06;23.60;89.50
13/03/2023;1300;0.40;2.06;25.15;84.00
13/03/2023;2100;0.40;2.06;24.55;85.00
13/03/2023;1200;0.20;2.06;24.45;86.50
13/03/2023;1400;0.20;2.06;25.80;83.50
13/03/2023;1700;0.20;2.06;28.30;74.50
13/03/2023;1900;0.20;2.06;26.20;74.50
13/03/2023;2200;0.20;2.06;24.60;86.00
13/03/2023;1500;0.00;2.06;26.90;79.00
13/03/2023;1600;0.00;2.06;27.45;78.00
13/03/2023;1800;0.00;2.06;30.00;63.00
13/03/2023;2300;0.00;2.06;24.30;85.00
14/03/2023;0;0.20;2.07;24.60;82.00
14/03/2023;100;0.20;2.07;24.90;80.50
14/03/2023;200;0.20;2.07;25.00;79.00
14/03/2023;600;0.20;2.07;25.15;81.00
14/03/2023;1200;0.20;2.07;25.55;85.00
14/03/2023;1600;0.20;2.07;29.55;68.50
14/03/2023;2100;0.20;2.07;29.25;69.00
14/03/2023;300;0.00;2.07;24.95;81.50
14/03/2023;400;0.00;2.07;24.85;83.50
14/03/2023;500;0.00;2.07;24.85;82.00
14/03/2023;700;0.00;2.07;24.65;84.00
14/03/2023;800;0.00;2.07;24.25;87.00
14/03/2023;900;0.00;2.07;24.20;88.50
14/03/2023;1000;0.00;2.07;24.05;88.50
14/03/2023;1100;0.00;2.07;24.50;87.50
14/03/2023;1300;0.00;2.07;27.25;78.50
14/03/2023;1400;0.00;2.07;27.65;75.50
14/03/2023;1500;0.00;2.07;28.80;70.50
14/03/2023;1700;0.00;2.07;31.00;62.00
14/03/2023;1800;0.00;2.07;30.35;66.50
14/03/2023;1900;0.00;2.07;30.20;65.00
14/03/2023;2000;0.00;2.07;29.00;69.00
14/03/2023;2200;0.00;2.07;28.30;72.50
14/03/2023;2300;0.00;2.07;27.85;75.00
15/03/2023;600;0.20;2.08;25.30;84.50
15/03/2023;1500;0.20;2.08;30.00;64.00
15/03/2023;0;0.00;2.08;27.25;77.00
15/03/2023;100;0.00;2.08;26.55;80.50
15/03/2023;200;0.00;2.08;26.30;82.00
15/03/2023;300;0.00;2.08;25.95;81.50
15/03/2023;400;0.00;2.08;25.40;84.00
15/03/2023;500;0.00;2.08;25.25;85.50
15/03/2023;700;0.00;2.08;25.10;84.50
15/03/2023;800;0.00;2.08;25.05;84.50
15/03/2023;900;0.00;2.08;25.05;84.50
15/03/2023;1000;0.00;2.08;24.70;85.50
15/03/2023;1100;0.00;2.08;25.05;85.00
15/03/2023;1200;0.00;2.08;25.85;82.00
15/03/2023;1300;0.00;2.08;27.30;76.00
15/03/2023;1400;0.00;2.08;28.95;69.50
15/03/2023;1600;0.00;2.08;30.75;60.50
15/03/2023;1700;0.00;2.08;31.80;56.00
15/03/2023;1800;0.00;2.08;28.70;64.50
15/03/2023;1900;0.00;2.08;27.85;70.00
15/03/2023;2000;0.00;2.08;27.90;68.50
15/03/2023;2100;0.00;2.08;25.70;72.50
15/03/2023;2200;0.00;2.08;26.20;67.50
15/03/2023;2300;0.00;2.08;25.55;75.50
16/03/2023;1700;28.60;2.08;24.15;82.00
16/03/2023;1800;1.00;2.08;23.00;90.00
16/03/2023;300;0.20;2.08;24.50;84.00
16/03/2023;1500;0.20;2.08;30.15;68.00
16/03/2023;0;0.00;2.08;24.70;82.00
16/03/2023;100;0.00;2.08;24.35;85.50
16/03/2023;200;0.00;2.08;24.70;84.00
16/03/2023;400;0.00;2.08;24.20;83.00
16/03/2023;500;0.00;2.08;24.25;81.00
16/03/2023;600;0.00;2.08;24.20;83.50
16/03/2023;700;0.00;2.08;23.65;87.00
16/03/2023;800;0.00;2.08;23.85;87.50
16/03/2023;900;0.00;2.08;24.10;87.00
16/03/2023;1000;0.00;2.08;24.30;84.00
16/03/2023;1100;0.00;2.08;24.65;82.00
16/03/2023;1200;0.00;2.08;25.90;78.00
16/03/2023;1300;0.00;2.08;27.45;75.00
16/03/2023;1400;0.00;2.08;29.20;72.00
16/03/2023;1600;0.00;2.08;28.90;65.50
16/03/2023;1900;0.00;2.08;24.15;86.00
16/03/2023;2000;0.00;2.08;24.95;82.00
16/03/2023;2100;0.00;2.08;25.35;81.00
16/03/2023;2200;0.00;2.08;24.95;84.00
16/03/2023;2300;0.00;2.08;24.40;87.50
17/03/2023;800;0.20;2.11;23.40;92.00
17/03/2023;0;0.00;2.11;24.20;88.50
17/03/2023;100;0.00;2.11;24.10;89.50
17/03/2023;200;0.00;2.11;23.80;89.50
17/03/2023;300;0.00;2.11;23.60;90.50
17/03/2023;400;0.00;2.11;23.55;90.50
17/03/2023;500;0.00;2.11;23.45;91.00
17/03/2023;600;0.00;2.11;23.40;91.00
17/03/2023;700;0.00;2.11;23.40;91.50
17/03/2023;900;0.00;2.11;23.30;92.00
17/03/2023;1000;0.00;2.11;23.25;92.00
17/03/2023;1100;0.00;2.11;23.70;91.50
17/03/2023;1200;0.00;2.11;24.85;88.00
17/03/2023;1300;0.00;2.11;26.10;81.50
17/03/2023;1400;0.00;2.11;27.20;75.50
17/03/2023;1500;0.00;2.11;27.30;72.00
17/03/2023;1600;0.00;2.11;28.50;64.00
17/03/2023;1700;0.00;2.11;29.20;62.00
17/03/2023;1800;0.00;2.11;30.25;57.00
17/03/2023;1900;0.00;2.11;31.10;53.00
17/03/2023;2000;0.00;2.11;30.80;54.50
17/03/2023;2100;0.00;2.11;30.15;59.00
17/03/2023;2200;0.00;2.11;28.55;66.50
17/03/2023;2300;0.00;2.11;27.30;71.50
18/03/2023;2000;9.40;2.12;27.60;73.50
18/03/2023;1600;0.20;2.12;27.55;72.00
18/03/2023;2100;0.20;2.12;24.90;83.50
18/03/2023;2200;0.20;2.12;25.05;85.00
18/03/2023;0;0.00;2.12;26.35;78.00
18/03/2023;100;0.00;2.12;26.20;79.00
18/03/2023;200;0.00;2.12;25.85;81.00
18/03/2023;300;0.00;2.12;25.35;81.00
18/03/2023;400;0.00;2.12;25.00;80.50
18/03/2023;500;0.00;2.12;24.60;82.50
18/03/2023;600;0.00;2.12;24.20;83.50
18/03/2023;700;0.00;2.12;24.10;82.00
18/03/2023;800;0.00;2.12;23.85;82.50
18/03/2023;900;0.00;2.12;23.70;84.00
18/03/2023;1000;0.00;2.12;23.70;84.50
18/03/2023;1100;0.00;2.12;23.65;85.50
18/03/2023;1200;0.00;2.12;24.05;85.50
18/03/2023;1300;0.00;2.12;24.75;84.00
18/03/2023;1400;0.00;2.12;26.55;77.50
18/03/2023;1500;0.00;2.12;28.10;70.00
18/03/2023;1700;0.00;2.12;29.20;66.50
18/03/2023;1800;0.00;2.12;29.70;62.50
18/03/2023;1900;0.00;2.12;30.30;62.00
18/03/2023;2300;0.00;2.12;25.20;85.50
19/03/2023;900;20.60;2.16;22.95;90.00
19/03/2023;2000;5.60;2.16;27.45;72.00
19/03/2023;700;5.40;2.16;23.55;90.50
19/03/2023;400;1.80;2.16;23.75;88.50
19/03/2023;600;1.80;2.16;23.65;90.50
19/03/2023;800;1.60;2.16;23.50;89.50
19/03/2023;500;1.40;2.16;24.15;89.00
19/03/2023;2100;1.00;2.16;26.55;77.50
19/03/2023;300;0.60;2.16;24.25;87.00
19/03/2023;1200;0.20;2.16;23.40;86.50
19/03/2023;2300;0.20;2.16;24.85;85.00
19/03/2023;0;0.00;2.16;25.70;82.00
19/03/2023;100;0.00;2.16;25.90;79.00
19/03/2023;200;0.00;2.16;25.40;82.50
19/03/2023;1000;0.00;2.16;22.75;89.50
19/03/2023;1100;0.00;2.16;23.10;88.00
19/03/2023;1300;0.00;2.16;24.15;85.50
19/03/2023;1400;0.00;2.16;25.00;82.50
19/03/2023;1500;0.00;2.16;26.15;78.00
19/03/2023;1600;0.00;2.16;27.80;72.50
19/03/2023;1700;0.00;2.16;28.45;69.00
19/03/2023;1800;0.00;2.16;29.10;66.00
19/03/2023;1900;0.00;2.16;29.80;61.50
19/03/2023;2200;0.00;2.16;26.05;79.00
20/03/2023;1800;13.60;2.19;25.60;80.00
20/03/2023;500;3.60;2.19;23.45;88.50
20/03/2023;600;3.00;2.19;23.40;89.00
20/03/2023;0;2.80;2.19;23.20;89.00
20/03/2023;200;1.60;2.19;23.75;89.50
20/03/2023;100;1.00;2.19;23.70;89.50
20/03/2023;400;0.60;2.19;24.05;88.00
20/03/2023;700;0.20;2.19;23.60;87.00
20/03/2023;1600;0.20;2.19;27.60;74.50
20/03/2023;300;0.00;2.19;23.90;88.50
20/03/2023;800;0.00;2.19;23.30;88.50
20/03/2023;900;0.00;2.19;23.30;89.00
20/03/2023;1000;0.00;2.19;23.30;88.00
20/03/2023;1100;0.00;2.19;23.40;87.00
20/03/2023;1200;0.00;2.19;23.75;87.00
20/03/2023;1300;0.00;2.19;24.75;84.50
20/03/2023;1400;0.00;2.19;26.25;78.50
20/03/2023;1500;0.00;2.19;27.60;72.50
20/03/2023;1700;0.00;2.19;27.30;74.50
20/03/2023;1900;0.00;2.19;25.65;85.00
20/03/2023;2000;0.00;2.19;26.35;78.50
20/03/2023;2100;0.00;2.19;27.10;74.50
20/03/2023;2200;0.00;2.19;26.50;77.50
20/03/2023;2300;0.00;2.19;25.95;79.50
21/03/2023;800;12.20;2.24;23.55;89.50
21/03/2023;1600;4.20;2.24;25.35;81.50
21/03/2023;700;3.20;2.24;24.70;84.00
21/03/2023;900;2.20;2.24;23.20;90.50
21/03/2023;2000;1.40;2.24;23.85;86.00
21/03/2023;1000;1.00;2.24;22.90;90.50
21/03/2023;1100;0.60;2.24;22.60;90.50
